name,content,score,at,appversion
Magdalena Miller,Only complaint is to many pop-ups and not enough free dise,5,2023-08-21 10:06:44,1.8.0
Lola Davis,Monopoly fun on the go.,5,2023-08-21 10:06:03,1.8.0
Jesse Towne,A new way to play,4,2023-08-21 10:05:41,1.8.0
Diane LaCombe,"Lost my game progress🤬 I don't use Facebook and got a new phone, lost everything! And I bought stuff in this game. Played every day. So angry when I tried to get into my game.. all gone.",1,2023-08-21 10:04:53,1.8.0
Bobby Burton,It so fun keep u interested,5,2023-08-21 10:02:02,1.8.0
Cassie Birkett,I love the game except how much it prompted me to send my actual cash,4,2023-08-21 10:02:02,1.8.0
jovi oviels,Amazing,5,2023-08-21 10:00:52,1.8.0
Eric Haxter,Great,5,2023-08-21 10:00:12,1.8.0
Jessica Alsultan,Love it,5,2023-08-21 09:59:19,1.8.0
trisha Boren,"Fun,entertainment",5,2023-08-21 09:58:30,1.8.0
Skylla Troedel,I love it,5,2023-08-21 09:55:58,1.8.0
Ruby Woolwine,Love this game.,5,2023-08-21 09:55:16,1.8.0
David Kawewehi,awesome,5,2023-08-21 09:54:50,1.8.0
Cheryl Pettigrew,I have so much fun playing this game!! Even my grandchildren watch me play.,5,2023-08-21 09:53:07,1.8.0
Denise Scott,Love this game,5,2023-08-21 09:47:12,1.8.0
maytreycia jaikal,Good games,5,2023-08-21 09:44:41,1.8.0
jesse sykes,It's a good game,5,2023-08-21 09:44:18,1.8.0
Shelby Harred,The fun part about monopoly is buying propertys and building hotels on the board. This game doesn't do that. I actually found it to be very boring,2,2023-08-21 09:43:04,
Ellie Flairs,Fun and mindless.,5,2023-08-21 09:42:41,1.8.0
Evelyn Amaro,It's a very cool game,5,2023-08-21 09:41:40,1.8.0
Paul Cohee,"Good game, like the rolls.",5,2023-08-21 09:40:11,1.8.0
Michael White,Fantastic,5,2023-08-21 09:39:25,1.8.0
HKZ,Awesome,5,2023-08-21 09:38:56,1.8.0
Afeisha Thompson,This game is so fun and no adds fun really good,5,2023-08-21 09:36:27,1.8.0
W. Fae ARRINGTON,Love it!,5,2023-08-21 09:35:28,1.8.0
Shawna,"This game is nothing but a money grab. They make it so you have to pay real money to have even the slightest chance of getting anywhere in events. Half the time i dont get the community chest rewards for ""helping"" my son with his chest. Do not download this game.",1,2023-08-21 09:34:07,1.8.0
Sethrey Davis,Fun,5,2023-08-21 09:33:31,1.8.0
Don Dunfiato,Magnifico 👌,5,2023-08-21 09:32:13,1.8.0
Zra Punzel,Enjoy,5,2023-08-21 09:31:07,1.8.0
Kristi kozitzki,Awesome game awesome graphics like playing the bonus games need more of them,5,2023-08-21 09:30:10,1.8.0
LordLaughLoud HardLaughLord,Nice game,5,2023-08-21 09:29:46,1.8.0
Tmeally OgSuperSicc,Game is very addictive,5,2023-08-21 09:28:39,1.8.0
David “J” Puchalla II,Such a large departure from Monopoly. Gimmicky at best.,1,2023-08-21 09:28:24,1.8.0
Brian Dockery,Only complaint getting harder and harder to earn rolls,4,2023-08-21 09:27:27,
Twilla Graham,"Money grab. Game rigged. And everyone scanning people out of their stickers. It's getting ridiculous! So many pop ups. We get it, we know how to purchase more diced if we want, we don't need to exit out of 4 pop ups every time. And they never give you stickers you need. This really is the most scamming rip of game of all time. It's a fad and everyone is already getting burnt and deleting it. Now I am!",1,2023-08-21 09:27:21,1.8.0
Unique Johnson,It's so much fun and I love,5,2023-08-21 09:26:26,1.8.0
De Rf,Fun,5,2023-08-21 09:26:08,1.8.0
Felipe Deleon,A good game for friends,5,2023-08-21 09:25:53,1.8.0
Arturo Hernandez,Game would be a lot better if they would give more dice to play.,1,2023-08-21 09:25:11,1.8.0
Vernal Brown,One the most entertaining and fun game I've played yet.,5,2023-08-21 09:24:01,1.8.0
Christopher Ondrusek,Awesome,5,2023-08-21 09:23:21,1.8.0
Cliff Quesenberry,Great 👍,5,2023-08-21 09:22:48,
Deondra Benson,"I like the game but having to wait hours just to get only a few dice at a time or waiting hours just to receive the free gift is insane. Having to pay insane amounts of money to get a reward you're getting close to in a challenge is insane as well. Some people can afford it but not everyone. This definitely needs to be looked into. Maybe having a feature like spinning a wheel, to win dice or cards for free at the start of the game might help.",3,2023-08-21 09:22:41,1.8.0
Jay Blakey Sr.,Lot of fun!,5,2023-08-21 09:22:40,1.8.0
Mitchell Hodder,Scripted towards the player with a deep pocket filled with bots,2,2023-08-21 09:22:27,1.8.0
Tiffany L. Hollinshed,Super AwesomeSauce ♌🗝️🌈,5,2023-08-21 09:21:04,1.8.0
Terry Hoople Jr,This is a really good game I would ask all my friends to join.,5,2023-08-21 09:19:50,1.8.0
William Mason,Somewhat addicting unfortunately I keep having to attack my own friends that invited 😏me but I guess that's part of the game,4,2023-08-21 09:19:41,1.8.0
Harper Hague,"So mush fun you can people, family and friends",5,2023-08-21 09:19:30,1.8.0
Joseph McAfee,Fun game!,5,2023-08-21 09:17:10,1.8.0
Alice Ohmart,Having FUN,5,2023-08-21 09:16:56,1.8.0
Sheree Moore,Love it!,5,2023-08-21 09:16:46,1.8.0
Jamale Antwone,Why play because the game it has a nice flow to it,5,2023-08-21 09:15:48,
Timothy Holman,Pulls you in. Hope you have time.,5,2023-08-21 09:14:11,1.8.0
Th3_Doug,Falta un poco más de administración,4,2023-08-21 09:12:55,1.8.0
Nina Madrid,"as a kid I've always loved monopoly and as an adult I love monopoly go. it's a great game, very exciting.",5,2023-08-21 09:11:59,
Peter Kim,Too pay to win but I like dogs,5,2023-08-21 09:10:15,1.8.0
Muhamad Fazli,Ok #8tat,5,2023-08-21 09:10:03,1.8.0
Zul kekekekke,Only fun when your sticker uncollected.. dam.,2,2023-08-21 09:08:20,1.8.0
Ruslan Safarov,Great time killing game,5,2023-08-21 09:07:10,
YagurlSal Xx,"Can I just say although this game is frustrating at time waiting on gold cards for what feels like forever, I have to say this has been the most enjoyable, interactive game I've played in a long time! I mean don't get me wrong you got me out here begging some players for stickers on desperate days but overall enjoyable the events and strategies people come up with when they play. Also please make the recovery time for dice quicker, waiting an hour for I dice ain't cutting it atm",4,2023-08-21 09:06:11,1.8.0
Sherri Reynolds,"Excellent, I love this game.",5,2023-08-21 09:05:32,1.8.0
Jeffrey Ma,"Horrible experience.. I completed all the cards set, however no where in the game it tells me I won't be able to trade my spares after achieving this.. I literally lost all my 5 stars cards. I could have traded them to my partner or friends. This game is a scam...",1,2023-08-21 09:04:35,1.8.0
likely me Henderson,awesome,5,2023-08-21 09:04:31,1.8.0
Allison Monjaraz,I love this game it's sooooooooo much fun and relaxing. 🤜🤛🤘🎲🎮,5,2023-08-21 09:04:19,1.8.0
skylar and Alex Bird,I would have given this a 5 star if I rated when I first started but playing it for awhile I noticed the game is very rigged. Almost impossible to get all the stickers unless you go on and beg ppl to help you. Plus 6 dice an hour is ridiculous. You're going to lose a lot of players.,2,2023-08-21 09:04:04,1.8.0
Nikkie Nikkie,Excellent,5,2023-08-21 09:03:07,1.8.0
Dan Eldredge,"had the app installed for several weeks, and it got impossible to advance to the higher levels. 6 dice rolls every hour is a waste of time! Ads selling dice rolls, money, and stickers are numerous and annoying. If they gave you a dice roll for every ad they popped up, you might have a chance to advance......",1,2023-08-21 09:01:43,
Lyric Clark,Iove this game so much you should play this,5,2023-08-21 08:58:46,1.8.0
Dominic Deluca,Good,5,2023-08-21 08:58:12,1.8.0
Jonathon Morrison,💯💯💪🏾💪🏾🤜🏾🤛🏾,5,2023-08-21 08:57:48,1.8.0
Antonio Velazquez,FANTASTIC,5,2023-08-21 08:57:04,1.8.0
Joann Mills,I Love it. I wish the $ could turn into real money lol,5,2023-08-21 08:55:30,1.8.0
Elijah,Wow,3,2023-08-21 08:52:29,1.8.0
Roxanne Blue,Deleting this game. I have been needing one gold card for over a month to complete my album. I'm not spending another dime. Money trap. As MUCH as I have spent. I'm DONE!!!!,5,2023-08-21 08:52:18,1.8.0
Faisal Aldrijan,The best game you can doo anythinggggggggggggggg😍😍😍😍😍,5,2023-08-21 08:51:28,1.8.0
Greg Knight,Fun,5,2023-08-21 08:51:26,1.8.0
Francella Martinez,So far so good for not really understanding what in supposed to do and what I'm doing now lol,4,2023-08-21 08:50:59,1.8.0
Angelnette,Having fun. Easy game to play,4,2023-08-21 08:50:27,1.8.0
Keri H,Very fun at first but soon It kinda get annoying because you get the same stickers over and over,4,2023-08-21 08:50:11,1.8.0
Matthew Scholten,"Alright people read this before installing. The complete the sticker album challenge, I spent more than 250 Australian dollars on this game, maybe an hour per day of my time, and never have I ever completed the challenge. Doesn't matter how much money or time you spend on it, how many blue/purple/black sticker packs you open the ""new"" stickers will stop coming. I'm really annoyed I spent all that time and money and at the end of the day (challenge) you have nothing to show for it. RIGGED!!!",1,2023-08-21 08:50:06,1.8.0
Jose Flores,Great game,5,2023-08-21 08:49:16,1.8.0
Tracey Ledbetter,When you are board just past the time in play mon0poly,5,2023-08-21 08:48:48,1.8.0
Elyssa Capley,"It's okay I guess, I'm at almost 4,000 networth and I'm still getting 50 dice every new board? BUT I'm paying almost 700,000 to get out of jail?? It doesn't make sense and doesn't seems fair. I don't even want to get started on the gold stickers, I have 9+ of the same gold card. I like this game but it's getting super old with feeling like I'm not getting awarded enough because I don't want to spend real money.",3,2023-08-21 08:48:29,1.8.0
Nathan Bright,"It's an okay timewaster, but the die rolls are clearly fixed. I land on at least two of the corner spaces during every trip around the board. I will almost always land in the Jail corner which serves literally no purpose in this game beyond eating dice. When you need to land on the Tax spaces to pick up event tokens you never will, but you'll hit them frequently any other time. I also go to jail every other go around and I have never once rolled doubles to get out. I always have to pay.",3,2023-08-21 08:47:56,1.8.0
Isidro Lopez,"Fun game, no in your face apps like raid shadow",5,2023-08-21 08:47:35,1.8.0
Miko Williams,Fun under the sun,5,2023-08-21 08:47:31,1.8.0
Jean Santiago,It's not even real monopoly It's not worth buying you can't play with other people eithe. r,1,2023-08-21 08:46:30,
thp thp,Sehr gut,5,2023-08-21 08:45:35,1.8.0
Sonya Morgan32,I love this game in im claiming all the wins 🏆 🙌 ✨️ ❤️💯,5,2023-08-21 08:44:18,1.8.0
Chng Jen Young,I am stucked with duplicates after duplicates when i have quite a handful of 5* stickers that has not yet been collected for the past 2 months.. Ridiculous system.. for 2 months i have only been getting duplicates and not even a single new sticker. Dont bother playing this game.,1,2023-08-21 08:43:17,1.8.0
Ginger Avenger,I love it,5,2023-08-21 08:43:10,1.8.0
Daniela Marques,Love it,5,2023-08-21 08:42:56,1.8.0
Mynijah Sturdivant,Really fun!,5,2023-08-21 08:42:24,1.8.0
Rolly Sirjoo,Fun,5,2023-08-21 08:42:16,1.8.0
Nufa Luzani,I was excited at first... but now i want to uninstall my Monopoly Go... system stiker was suck!! always got the same stiker.. Trade also not function.. give me the stiker the same stiker.. 👎🏼👎🏼,1,2023-08-21 08:42:13,1.8.0
Amber Martin,Love this game I play with all my friends so addicted ❤️,5,2023-08-21 08:42:12,1.8.0
lapauldrick collins,Sick of the bots in this game Robbing me on bank hiest.,1,2023-08-21 08:41:23,1.8.0
Jeremy Crowell,Very fun and unique,5,2023-08-21 08:39:25,1.8.0
Ana HR,Fun Fun,5,2023-08-21 08:38:40,1.8.0
Johnathan Kimble,Love it,5,2023-08-21 08:37:14,1.8.0
RAPTOR CAT65,"Honestly I just play it when I'm bored, which is a lot but it really fun and addictive.😁",5,2023-08-21 08:34:58,1.8.0
Toni Boyd,Original post I was excited and obsessed but it seems so rigged we CANT share gold cards even tho for sum it's HARD ASF to get I gotta put out so much money just for fake money & rolls they need to lower it bad enough real living is high and what definitely SUCKS u can ONLY SHARE 5 cards a day that BS WE shouldn't have a limit on sharing ESPECIALLY when we CANT share the gold tickets which is DUMB,2,2023-08-21 08:31:16,1.8.0
Robert Stockett,Really feeling this game!,5,2023-08-21 08:29:29,1.8.0
Rene Ramirez,Fun & addicting,5,2023-08-21 08:29:07,1.8.0
Theresa Bruff,Always loved monopoly growing up can't get enough,5,2023-08-21 08:27:23,1.8.0
Desire Mvogo,Cool,4,2023-08-21 08:25:48,1.8.0
Arta Luckey,It's actually very fun,5,2023-08-21 08:24:50,1.8.0
Isaias Ortega,It's the best,5,2023-08-21 08:24:33,1.8.0
Toyia Maxwell Woods,Lots of fun.,5,2023-08-21 08:22:14,1.8.0
William Cooper,Fun at first but same stickers and not enough dice rolls,2,2023-08-21 08:20:15,1.8.0
Sandman GotBeer,very fun. very addicting,5,2023-08-21 08:20:05,1.8.0
BT Ray,"Lots of fun,",5,2023-08-21 08:20:00,1.8.0
Bonj2 Bj,Very good game,5,2023-08-21 08:19:31,1.8.0
Rj Ramos Jr,The best Game ever,5,2023-08-21 08:19:28,1.8.0
Braysen,Good Game,5,2023-08-21 08:17:57,
Miguel Montes,"Nice, very fun",5,2023-08-21 08:17:43,1.8.0
john davis,Pretty fun.,5,2023-08-21 08:17:16,1.8.0
Sue Bosworth,Since starting this game I have really enjoyed it. I would give 5 stars 🌟 but it's been glitching for a couple of days now. Other than that is really fun.,4,2023-08-21 08:17:11,1.8.0
Pcyeta Roberts,Gives out the same duplicate stickers every single day.... not good,2,2023-08-21 08:15:45,1.8.0
Evangeline Olowu,I love it 🥰,5,2023-08-21 08:15:32,1.8.0
Mita Patu,The game itself is good but the stickers something needs to change either let trading happen on golds or make them easier to get its annoying not been able to finish a set and the cards are always the same. Until then i rate this game a 2.,1,2023-08-21 08:14:34,1.8.0
Celo Perez,Been playing this game since released and man this game is fun yes the sticker system is a bit weird and take long to get them and the the dice system but unlike others I am a patient man LOL not like these other un-patient people great game 5/5,5,2023-08-21 08:14:23,1.8.0
Trudian Wade,Real fun,5,2023-08-21 08:13:57,1.8.0
Matt Annuschat,Awesome to play with the family,5,2023-08-21 08:13:48,1.8.0
Cassi Yerkey,I can't stop playing. It's fun!,5,2023-08-21 08:13:24,1.8.0
Tristan Alexander,Gun twist 6o monopoly,5,2023-08-21 08:13:10,
Ashley Ward,I love this game but I spend too much on it to keep freezing everytime I'm on. I can play ten minutes and have to deal with it freezing 100+ times in that ten minutes. It's very frustrating.,4,2023-08-21 08:12:48,1.8.0
JKingPlatinum Official,I came across a bug that signed me out of the game and wouldn't allow me to download my profile. Uninstalled and reinstalled a couple of times but it still won't let me. Sucks too because I was having fun before it happened.,2,2023-08-21 08:11:16,1.8.0
Ana Montes,Fun,5,2023-08-21 08:10:35,1.8.0
Julie Dawson,Fun game,5,2023-08-21 08:10:31,1.8.0
James,It so much fun 🥰🥰,5,2023-08-21 08:07:31,1.8.0
Isaiah,Really fun,5,2023-08-21 08:04:26,1.8.0
riley martinovich,Makes you relaxed,5,2023-08-21 08:03:57,1.8.0
Ella Barfield,Love this game😺,5,2023-08-21 08:02:59,1.7.7
Bethany Morgado,It's fun & annoying at the same time. I thinks it's ridiculous that it takes an hour to regenerate rolls when most games it's 30 min. Also they keep giving you the same cards you don't need so it's hard to finish sets to get rolls. Getting to the point where I may just stop playing,3,2023-08-21 08:02:27,1.8.0
Joseph Madrill,Fun,5,2023-08-21 07:59:55,1.8.0
Kevin Miller,Love it,5,2023-08-21 07:58:37,1.8.0
TheBull5701 _TTV,Fun game,5,2023-08-21 07:53:18,1.8.0
Pat Lynne,It's so much fun,5,2023-08-21 07:51:39,1.8.0
Tracey Phillpott,Love,5,2023-08-21 07:48:30,1.8.0
Tavia Ramsey,I love this game so far,5,2023-08-21 07:47:26,1.8.0
Jamie Kreis,Very fun to play,5,2023-08-21 07:46:22,1.8.0
Meka Gatson,There are too many duplicate stickers.,3,2023-08-21 07:45:10,1.8.0
Ernest Vaaltyn,Is so good it fun you should play this game,5,2023-08-21 07:44:53,
Curt Lewis,Enjoy playing,5,2023-08-21 07:44:43,
Harper Evans (MoonBunny),"TOO MANY POP UPS! It's so annoying that every single damn time you run out of dice it try to sell you more by having a in app purchases pop up wanting you to buy more dice. And I mean every time so say you got like 450 dice, you put the multipler on 100. You roll the dice 4 time and even though you still have 50 dice it's like uh oh your running out of dice want to buy more. It should lower the multipler automatically as the dice rolls.",3,2023-08-21 07:44:18,1.8.0
Jheka Espiritu,very fun way to kill time,5,2023-08-21 07:43:41,1.8.0
Ian Isaac Osman,"Childhood game now is an esist to start. Do not have to prepare board and the miniatures,cards and money#",5,2023-08-21 07:43:39,1.8.0
Toya Forbes,Monopoly is a different game but I can really get to all levels easy very enjoyable 😉,5,2023-08-21 07:42:14,1.8.0
Mera Sofea,This game so suck for me cz I kept getting the same stickers but not the one that I really want to complete my set...,1,2023-08-21 07:40:52,
Heather Arnett,Great game but wish you would get more dice and different cards,5,2023-08-21 07:40:32,1.8.0
Thea Leaf,So far I love this game,5,2023-08-21 07:38:21,1.8.0
Sarah Welbeck,Amazing game,5,2023-08-21 07:38:01,1.8.0
Phoebe Lewis FAOSAT53,Love this game,5,2023-08-21 07:37:55,1.8.0
Gibson Jilly (TheUntamedJem),Exceptional,5,2023-08-21 07:36:28,1.8.0
Chris Cupp,Love it,5,2023-08-21 07:35:37,1.8.0
Andrew Hobbs,"This game is great for the most part.. but hope you don't have any issues because customer service won't answer you. I've messaged through the game, through the website and sent a couple emails as well and gotten no response at all. 2 stars now because the game it's self is fun and entertaining. Just wish customer service would ""serve their customers"".",2,2023-08-21 07:35:03,1.8.0
George Strother,Addicting,4,2023-08-21 07:34:18,1.8.0
Jose Plaza,Fun,5,2023-08-21 07:33:03,
Julvonnia McDowell,"I love the game. It is highly addictive. I wish you could exchange duplicate stickers for stickers that you don't have. Unfortunately, when you exchange, you receive some of the same stickers. I wish there was a dice grab option. Also, if someone does not build, they should not be able to hit your buildings.",3,2023-08-21 07:32:49,1.8.0
Amira Kadir,Fun game but it to hard to find a card to get a dice....,5,2023-08-21 07:31:10,1.8.0
Timothy Davenport,😊,4,2023-08-21 07:30:44,1.8.0
Mystery07Box,Great start!,4,2023-08-21 07:30:22,1.8.0
ShaBraei DeBrittney,"I CONTACTED CUSTOMER SERVICE THROUGH THE APP ABOUT BLOCKING SOMEONE WHO ISN'T ON MY FRIENDS LIST, BUT KEEPS ROBBING ME DURING BANK HEISTS AND THEY STOPPED RESPONDING!! I SENT AN EMAIL TO THE ONE ABOVE AND THEY TOLD ME TO GO BACK TO THE APP!!! NO ONE IS HELPING ME!!!",1,2023-08-21 07:29:49,1.8.0
Zai Lan98,nice game,5,2023-08-21 07:29:44,1.8.0
Peggy gardner,Great game.,5,2023-08-21 07:28:24,1.8.0
Brenda Goodwin,Fantastic game!,5,2023-08-21 07:27:26,1.8.0
Rosemarie Pino,Having fun,5,2023-08-21 07:27:02,1.8.0
wesley schar,Yup,3,2023-08-21 07:26:59,1.8.0
Vayr Karaka,Fun and time killing,5,2023-08-21 07:25:41,1.8.0
Anita Serrano,Good,5,2023-08-21 07:25:11,1.8.0
Angel,"The game is good, but there is some things I would like to say about it. Firstly, I don't like how I have to keep hitting the ""X"" button to get rid of the in app purchases, like i'm trying to play not pay anything. They literally pop in your face every single time, and it gets annoying. SECOND, is the duplicate stickers I never get new ones.",3,2023-08-21 07:25:09,1.8.0
Melissa Peck,Rolls take far too long to generate. Events don't last long enough for you to actually earn descent rewards. Seems only attainable though purchasing; Absolutely not! Get real! 🤭,1,2023-08-21 07:25:05,1.8.0
Timothy Nguyen,"Game glitches when I get to the jail Sometime it wont roll and freezes on the dice but the background characters are still moving. I can still press the roll button but nothing happens. Even sometimes when I roll doubles in jail, the game wont proceed. I have to stop the app to restart. Happens for 1/3,2/3, and 3/3 roll. Losing many dice and money because of this.. even after moneys of this happening no follow up and no fixes. disappointing developers",1,2023-08-21 07:24:55,1.8.0
She Kind,"I've been attacked frequently by someone who not in my friendlist. He can attack me more than 5 times in 1 time. IF I WANT TO TAKE REVENGE.. SUDDENLY MY APPS RESTART. Then i cannot search him... Until he attack me again for less than 1 hour. He also can attack me more. But i can only take revenge 1 time only. He is not my friend in my Facebook. Pleaseee Block him. ""SHUK WAN"". I try to revenge, the apps restart then stuck. I can't attack him. When i try switch opponent i can't see him on my list",1,2023-08-21 07:24:17,1.8.0
Nadia Raza,best,5,2023-08-21 07:23:16,1.8.0
Nurin Ienaz,This game is so addictive. Get ready to be robbed in money heist or landmark being shutting down,5,2023-08-21 07:23:14,1.8.0
Chris conti,"How come whe you roll doubles three times in a row you go to jail. ( Just like in the game.) However not like I'm the real game, when you roll doubles you don't get another free roll?????",3,2023-08-21 07:23:04,1.8.0
Melanie Hill,I love it 💕,5,2023-08-21 07:22:39,1.8.0
Yung Tro,Love it,5,2023-08-21 07:22:24,1.8.0
Bebe Cramer,Love it,5,2023-08-21 07:21:18,1.8.0
razia pilodia,Nice pastime. Doesn't involve much thinking. Fast paced. Zero ads thankfully.,4,2023-08-21 07:21:08,1.8.0
Mark Edwards,Excellent free fun. I'm still a mogul.,5,2023-08-21 07:20:51,1.8.0
Yvette Lozano,Having fun!!,5,2023-08-21 07:18:44,1.8.0
Samara,This game I couldn't get it because like,1,2023-08-21 07:18:36,
Ayra Aisyah,Lagging,3,2023-08-21 07:17:45,1.8.0
Melanie Woodruff,love the new twist,5,2023-08-21 07:13:25,1.8.0
Ashley Fordham-Harper,I love this so much that I even get to bankrupt people that I know!!!,5,2023-08-21 07:12:26,1.8.0
Matthew Gates,Fun and exciting !!,5,2023-08-21 07:11:08,1.8.0
musab connell,Love this game,5,2023-08-21 07:09:39,
Darlene Courtney,Excellent game,5,2023-08-21 07:07:08,1.8.0
Aiman Syafiq,game yg membuat anak anak menjadi rosak,1,2023-08-21 07:07:05,
Gorgom,"Im enjoying for few days,until it becomes very annoying with same all stickers,who making this stupid system to give us duplicate stickers,some stickers already had 8 duplicate,can you just give us sticker we dont have(angry), from joy to frust",1,2023-08-21 07:04:55,1.8.0
Kenisha Sinkfield,Fun and relaxing,5,2023-08-21 07:04:13,1.8.0
Shannon Mcswain,Great game,5,2023-08-21 07:02:35,1.8.0
Sam Gouldyn,Just love it,5,2023-08-21 07:01:37,1.8.0
Jeff Grubb,Very fun and addicting game. Can be played with other friends.,5,2023-08-21 07:01:16,1.8.0
Ana Cruz,Fun and so awesome that I can play wherever I am at!,5,2023-08-21 06:57:56,1.8.0
Gregory Martin,Good,5,2023-08-21 06:57:47,1.8.0
dustin marrotte,It's awesome,5,2023-08-21 06:56:49,
TickTock Creator,Really its like a real game I had done beforehand..,4,2023-08-21 06:56:04,1.8.0
Max Wong,Nice!,5,2023-08-21 06:54:19,1.8.0
Brenda Sharp,is's fun,5,2023-08-21 06:52:21,1.8.0
Gab4b 0kcr,It's a awesome game,5,2023-08-21 06:52:14,1.8.0
Brooklyn Phillips,It is a fun game to play and help with my anxiety,5,2023-08-21 06:50:42,1.8.0
tara hall,Just like playing 🪴 up,5,2023-08-21 06:49:42,1.8.0
Johnathan Berumen,fun and easy,5,2023-08-21 06:48:58,1.8.0
Tyumeka Mckinney,funny🥳,5,2023-08-21 06:48:22,1.8.0
Vairy Ann Plum Boutwell,Best game online in my humble opinion. It sure helps pass the time.,5,2023-08-21 06:45:05,1.8.0
Intan Izza,Please change the stickers system. They keep showing the same stickers especially the gold one (which is can't be traded!!!!!),1,2023-08-21 06:44:25,1.8.0
Andre Young,Game is fun,5,2023-08-21 06:41:09,1.8.0
optimushwang_ 95,Best game in 2023,5,2023-08-21 06:39:12,1.8.0
Andrew Ford,Start actually giving us different cards and all these duplicates. Lose the all the stupid offers. That aren't even good offers. I shouldn't have to decline 3 or 4 'would you like to buy this...? Or this...? What about this?' Jeez. And let us trade gold cards for christ's sake.,1,2023-08-21 06:38:43,1.8.0
Frost S,Fun times,5,2023-08-21 06:33:42,1.8.0
Darci Cook,My Hubby made me do it... and I'm now addicted. Hahaha. Thoughtless entertainment and it's fun to play with friends.,5,2023-08-21 06:33:21,1.8.0
Sharay East,I love this game,5,2023-08-21 06:33:17,1.8.0
William Russell,Great game,5,2023-08-21 06:32:55,1.8.0
Jenn R,I've been playing this game for a while now. It's supposed to be a fun game but let's be honest it actually stresses people out who play it. There's many things wrong with this game. Some of the biggest issues with this game is the way it gives you the stickers or cards to collect in order to win small prizes. If you can't get them on your own which is almost impossible to get what you need I have more extras than the actual cards I need! I have more to say but not enough space!,1,2023-08-21 06:31:22,1.8.0
Sylvia Ros as,Mind relaxing,5,2023-08-21 06:31:00,1.8.0
Yasniel Sosa,Great game,5,2023-08-21 06:30:38,1.8.0
Gabbie Giles,Really fun but it can be ridiculously hard to get dice and stickers to continue to level up.I swear I have 10 of each sticker and only gotten a new one once in the last whole week,3,2023-08-21 06:30:22,1.8.0
alisha cullen,"Use to love this game but can't get ahead only 8 dice an hour max and takes weeks on end to collect an album set, gold cards are impossible can't trade em, when you do get sticker packs, nothing worth trading 8/10 it's a 1 or 2 star getting bored quicker",3,2023-08-21 06:29:43,1.8.0
darrel penney,The best game out there,5,2023-08-21 06:29:08,
VERY SEXY MELINA ADORESME,I LOVE THIS,5,2023-08-21 06:28:08,1.8.0
Gary Mckown,Very much fun.,5,2023-08-21 06:27:15,1.8.0
indycolts597,"If you loved game as a kid, you'll love this game with slot machine addiction!!!lol",5,2023-08-21 06:24:05,1.8.0
peter henderson,Adicktied,5,2023-08-21 06:22:57,1.8.0
Timothy Brown,This game is rigged and full of scammers! I roll 50-100 dice and don't land on nothing good but soon as I lower my multiplier I land on all the good tiles I get duplicate stickers instead of the stickers I need to complete sets smh I'm ready to uninstall this game and install Piggy Go❗,2,2023-08-21 06:21:25,1.8.0
TRUTH TABLES,I but overall it is a good game,2,2023-08-21 06:18:30,1.8.0
Andrew Clark,Fun but very addictive,5,2023-08-21 06:18:26,1.8.0
Kristine Randt,Loving it,5,2023-08-21 06:14:33,1.8.0
Cathy Kerwin,"Whomever is responsible for keeping this game fun, scammers free and fair need to cop themselves on . I enjoyed this game at first until the we want money brigade stopped caring about it's players. You should be able to gift gold cards to prevent scammers and people selling cards for money. Hang your heads.",1,2023-08-21 06:13:17,1.8.0
Allen Elkins,It's fun,5,2023-08-21 06:10:38,
Lois Harris,Love it like playing with family,5,2023-08-21 06:10:06,1.8.0
Joe Keathley,Need more spins,5,2023-08-21 06:06:44,1.8.0
Joseph G.,"They beg more than a crack head does. Fun at first, but they want your TV and car just to play a few rolls after a while. Digital addiction at its finest with no shame. These apps can't make an honest, fun game anymore. They just wanna milk you at every turn.",1,2023-08-21 06:06:44,1.8.0
Moni Johnson,"Okay, so to the people hired to the company that read every review: are you all and the developers not tired of seeing the sticker system complaints?? I am genuinely curious!! Out of the billion plus people that play, literally all billion plus of us collectively AGREE, that the stickers system absolutely without a shadow of a doubt SUCKS. Give us the option to either TRADE THE GOLD ONES to one another OR TRADE THEM IN FOR ROLLS.",2,2023-08-21 06:04:18,1.8.0
Randy Zirtzman,Awesome,5,2023-08-21 06:03:42,1.8.0
S4S Cooking W/Chris 30mins or Less Chris Nicholson,Can get hook,5,2023-08-21 06:03:17,1.8.0
Charlotte Beall,Good ame with friends 😁,5,2023-08-21 06:01:10,1.8.0
zack laughlin,Ads LOTS of ads and it you don't use Facebook they double the ads!,2,2023-08-21 05:59:35,1.8.0
Christina Johnson,Fun,5,2023-08-21 05:57:29,1.8.0
Leslie Monroe,Gotta be a lil more lenient with the stickers...cause it's hard out here for us!!!,5,2023-08-21 05:56:59,1.8.0
Luminoux,"The game was fun for awhile, but there are many factors that make it quite a bad experience. When bank heisting, we can only heist our added friends for small sums, but the game allows random to heist us for our entire bank or x100 or more of what we can heist. In events those that dont pay for dice are constantly losing to those with many dice and those that would pay to get dice thus being very far behind. They make it hard to obtain 4* and 5* stickers but sticker trading is quite bad too",2,2023-08-21 05:56:25,1.8.0
Brendyn Drakes,Good,3,2023-08-21 05:55:40,1.8.0
Chelsey Nichole,Okay perfect,5,2023-08-21 05:52:46,1.8.0
Sheila Harris,Nice game got me hooked can't stop playing it just wish I knew how to get more dice and not wait to long to get them,5,2023-08-21 05:52:43,1.8.0
